lat,lon,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,nbr_丰台区 ,nbr_大兴区 ,nbr_密云县 ,nbr_平谷区 ,nbr_延庆县 ,nbr_怀柔区 ,nbr_房山区,nbr_昌平区,nbr_朝阳区 ,nbr_海淀区,nbr_石景山区,nbr_西城区,nbr_通州区 ,nbr_门头沟区 ,nbr_顺义区 ,rt_Private room,rt_Shared room
39.7943,116.47683,1798,2,0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.98058,116.38257,242,3,4,0.27,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.01449,116.52051000000002,1302,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92716,116.40105,436,1,101,6.78,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89299000000001,116.46346,262,2,4,0.33,4,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40.00654,116.37018,329,1,0,0.0,6,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92235,116.55872,282,2,17,1.21,9,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.93818,116.25305,336,1,2,0.17,7,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.93849,116.25244,336,1,1,0.09,7,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.03402,116.33989,181,1,3,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.87946,116.68625,396,1,13,0.89,1,352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.51267,115.97754,2590,1,0,0.0,1,363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39.94124,116.44438,168,2,6,0.48,1,354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.93757,116.2505,336,1,0,0.0,7,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.92359,116.5128,329,1,0,0.0,3,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.91854,116.51608,235,1,33,2.2,1,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.94546,116.41903,255,1,0,0.0,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.94123,116.4193,127,1,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.9581,116.37794,591,2,71,4.69,9,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.90318,116.21299,698,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39.75942,116.58432,557,1,0,0.0,11,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92349,116.41374,476,2,34,2.24,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.971,116.49011000000002,101,7,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92357,116.41395,476,2,51,3.38,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.92305,116.55474,221,3,1,0.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.90613,116.44598,369,1,1,0.08,1,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.75892,116.58379,557,1,3,0.24,11,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.76041,116.58399,557,1,9,0.65,11,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.9752,116.30525,168,2,17,1.19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.77269,116.58981,295,1,0,0.0,11,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.97178,116.39279,181,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.76386,116.34659,168,1,2,0.19,19,355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.76262,116.34824,168,1,1,0.09,19,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.76275,116.34829,148,1,2,0.24,19,358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.76257,116.34836,148,1,6,0.48,19,355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.87968,116.39655,470,2,10,0.7,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.90088,116.36827,215,1,2,0.32,2,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.89096,116.38839,1503,1,0,0.0,3,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.99272,116.40769,396,1,19,1.3,25,169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.03206,116.29699,121,1,20,1.47,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.8395,116.37282,329,1,4,0.32,21,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89577,116.47051,329,1,0,0.0,1,179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89988,116.5043,597,1,1,0.17,16,352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.90425,116.3372,436,1,2,0.47,14,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.92775,116.47798,503,1,14,1.25,5,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89116,116.39088,597,1,1,0.07,3,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.65776,117.24408,664,1,0,0.0,4,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.87477,116.46438,255,1,1,0.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.98519,116.41472,81,1,29,1.99,3,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39.89278,116.35126,899,1,2,0.87,14,363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.01829,116.34711,678,1,37,2.92,5,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.90356,116.4442,450,2,3,0.37,2,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.99607,116.4765,577,1,1,0.08,6,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.78672,116.6732,174,1,4,0.27,1,348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.22972,116.26336,289,2,5,0.78,1,197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.99739,116.47661,550,1,5,0.36,6,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91336,116.65311,396,1,3,0.21,28,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.87013,116.45698,436,1,2,0.17,6,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91583,116.65612,396,1,3,0.23,28,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.91661,116.65533,396,1,3,0.21,28,359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.93912,116.52822,980,2,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.79059,116.32502,396,30,0,0.0,6,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89516,116.466,436,1,4,0.27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.99033,116.31713,302,4,1,0.11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.86662000000001,116.42191,396,1,2,0.2,4,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.96814000000001,116.41872,483,1,3,0.21,4,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91533,116.66156,329,1,12,0.82,1,360,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.89387,116.27987,181,1,26,1.77,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.91691,116.42741,302,1,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89916,116.2796,168,1,12,0.8,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.91804000000001,116.51635,537,1,0,0.0,3,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.98594,116.4717,201,3,2,0.24,1,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.00006,116.47484,557,1,10,0.69,45,358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.95756,116.44372,389,1,2,0.14,22,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.22109,116.24382,235,1,6,0.49,5,359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.96923,116.3975,315,1,9,0.64,36,345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.9982,116.47671,537,1,14,0.93,45,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.12846,116.60087,228,2,12,0.89,21,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.03859,116.42844,127,1,49,3.91,1,172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.00208,116.37244,456,1,1,0.91,6,358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.97487,116.32902,74,30,0,0.0,1,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39.83477,116.36767,631,1,1,0.11,21,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52219,115.96435,591,1,3,1.02,1,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39.97014,116.32115,396,3,9,0.67,7,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.9155,116.50512,107,1,1,0.07,1,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.84487,116.42474,161,2,21,1.66,3,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.94364,116.32584,208,2,4,0.27,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40.03282,116.35434,101,1,2,0.14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39.91292,116.65107,336,1,4,0.28,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39.96509,116.49,221,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.99185,116.48141,658,1,5,0.4,6,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.84871,116.38671,349,1,3,0.24,12,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.04474,116.33317,101,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.97106,116.3415,403,1,4,0.29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.84316,116.38132,336,1,18,1.75,12,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.84278,116.38075,295,1,10,0.72,12,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.96669,116.30766,181,2,1,0.1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.75059,116.33879,342,1,0,0.0,2,363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.9474,116.30435,221,1,10,0.76,1,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40.05719000000001,116.40706000000002,295,7,7,0.5,1,351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40.07286,116.32394,148,2,3,0.22,2,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39.90161,116.4177,242,1,5,0.34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.90021,116.41665,262,1,45,3.03,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.4557,116.90585,1678,1,4,0.27,15,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.76324,116.31553,201,1,3,0.26,2,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.93581,116.20323,396,1,1,0.08,3,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.90504,116.55112,221,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.94849,116.33044,302,1,4,1.46,2,264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.89672,116.46358,403,2,32,2.19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89948,116.42561,517,1,16,1.42,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.86731,116.25761,2302,1,0,0.0,6,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.94788,116.42734,2402,1,1,0.08,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.92203,116.57448,429,1,1,0.07,41,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.86721,116.25679,2302,1,0,0.0,6,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.13196,116.64484,349,5,0,0.0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.91311,116.45721,309,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.99347,116.34409,899,1,4,0.38,26,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0029,116.41311,597,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.90598,116.22755,322,1,0,0.0,6,363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39.93037,116.57877,87,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.93145,116.46889,275,1,12,0.81,2,358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.675,117.14133,2389,1,1,0.15,6,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.89307,116.38893,497,1,1,0.07,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.3858,116.84498,1698,1,0,0.0,1,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.91641,116.65892,255,1,6,0.41,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.97205,116.44693999999998,470,1,28,2.39,1,163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89703,116.48282,570,2,2,0.14,1,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92987,116.51618,188,1,1,1.0,5,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.91452,116.65987,416,1,2,0.15,28,181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92082,116.44225,315,1,3,0.37,3,345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89965,116.46986,497,1,9,0.62,11,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.94093,116.39897,456,1,15,1.03,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.92495,116.44204,980,1,20,1.6,1,336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.94148,116.39768,490,1,26,1.76,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.92322,116.59604,188,1,40,2.68,5,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.00292,116.41537,221,1,0,0.0,1,126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.90921,116.41486,1188,1,1,0.28,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.92108,116.45235,450,1,31,2.16,17,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.90043,116.45691,168,1,28,1.96,6,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.94329000000001,116.41648,550,2,57,3.96,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52441,116.02413,980,1,10,0.68,4,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39.90099,116.47012,369,1,1,0.12,7,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.90468,116.22804,302,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39.91982,116.3564,248,1,1,0.17,2,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.83425,116.40434,168,1,0,0.0,1,362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.94007,116.44285,450,1,11,0.8,12,264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89908,116.4755,577,1,1,0.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89675,116.50576,396,1,8,1.52,6,355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.60707,116.80543,785,1,2,0.16,1,355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.91334000000001,116.6489,369,1,2,0.13,41,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.98027,116.30603,691,1,23,1.56,25,350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.94544000000001,116.53216,195,150,0,0.0,2,181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91512,116.65051,456,1,0,0.0,41,361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.91387,116.65742,302,1,2,0.22,21,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.93687,116.44298,517,1,1,0.28,5,283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.94297,116.4037,778,1,6,2.69,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.91436,116.50103,698,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39.88529000000001,116.52186,1785,1,0,0.0,8,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92431,116.51785,369,1,0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.93761,116.42313,101,20,0,0.0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.92101,116.51613,490,1,1,0.43,15,363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0487,116.56808,201,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
39.98986,116.48488,557,1,0,0.0,21,357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.9165,116.65666,470,1,0,0.0,28,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.99017,116.48743,658,1,0,0.0,21,321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91662,116.65956,336,1,3,0.21,61,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92983,116.44034,148,1,15,1.07,19,353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39.90094000000001,116.51343,154,1,1,0.08,6,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.01407,116.34756000000002,396,1,0,0.0,13,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.9141,116.65878,302,1,21,2.03,21,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.93461,116.46491,329,1,43,2.89,20,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.99192,116.39551000000002,161,1,70,4.73,1,148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.91444,116.65558,302,1,0,0.0,21,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92381,116.51701,503,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.92277,116.51711,799,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.87048,116.26536000000002,631,1,0,0.0,6,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.9293,116.60105,161,1,0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.99395,116.33767,121,1,13,0.89,16,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40.04539000000001,116.41452,416,1,0,0.0,2,362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92042,116.51542,530,1,1,0.11,3,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.9211,116.6578,336,1,2,0.22,2,167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92245,116.64694,450,1,4,0.44,21,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.9956,116.19767,517,1,0,0.0,5,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.99516,116.19615,503,1,4,0.28,5,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.92259,116.56918,396,1,3,0.37,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.99615,116.41847,181,30,6,0.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.98522,116.47582,87,1,76,5.3,8,359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39.97555,116.30667,181,1,7,1.05,9,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.88876,116.48021,597,1,23,1.59,9,144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.9123,116.47871,557,1,1,1.0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.89161,116.40061,758,1,95,6.45,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.94242,116.44549,148,5,2,0.14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.91527,116.65964,389,1,0,0.0,6,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.95992,116.44241,604,1,9,0.89,2,356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.94157,116.42888,349,2,5,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.76747,116.21436,94,1,0,0.0,4,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39.98866,116.33549,591,1,1,0.28,9,250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.81227,116.39473,127,3,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.98754,116.33559,570,1,1,0.11,9,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.98754,116.33586,537,1,2,0.16,9,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.98998,116.33634,597,1,1,0.09,9,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.98806,116.33496,631,1,2,0.17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.90541,116.69581,899,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.87826,116.67736,268,1,2,0.14,1,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39.99802,116.34018,282,1,5,0.34,2,360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.91452,116.64919,369,1,0,0.0,25,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.64648,117.26668,336,1,1,1.0,3,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.99055,116.40859,336,1,5,0.36,25,174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91546,116.66051000000002,356,1,0,0.0,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.9171,116.65904,336,1,0,0.0,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.91452,116.66019,329,1,0,0.0,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92157,116.65607,255,1,0,0.0,61,352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.83661,116.37201,389,2,0,0.0,26,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.91482,116.66038,302,1,0,0.0,61,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.91585,116.65771,396,1,0,0.0,28,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.90245,116.57529,60,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39.92763,116.51808,456,1,0,0.0,41,363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.92801,116.59935,201,1,0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.84192,116.36117,1396,1,1,0.08,21,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52579,116.0258,980,1,4,0.28,4,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39.90335,116.35471,799,1,10,0.71,10,358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.92823,116.45481,396,1,74,5.1,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.76954,116.35808,349,1,5,0.57,1,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.95038,116.45175,483,1,0,0.0,1,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.89768,116.47119,148,2,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.96581,116.32554,450,1,1,0.09,10,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.02968,116.41632,201,1,2,0.14,2,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40.34277,116.19444,792,1,1,0.07,21,360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39.93284,116.51851,396,1,0,0.0,21,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.93105,116.47268,168,2,25,1.75,6,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.91733,116.66224,369,1,0,0.0,41,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.86771,116.3935,201,1,2,0.14,18,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.91196,116.47749,423,1,0,0.0,4,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.97176,116.40375,497,1,2,0.18,3,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.91704,116.66093,369,1,2,0.14,41,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.92034,116.46638,208,1,2,0.14,1,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
